Name,Release_date,Players,Genre,Metascore,Rating_Metascore,User_score,Rating_User_score,Awards,Distributor,Developer,Rating,Consoles,Summary
FIFA Soccer 12,2011-09-27,,"Sports, Traditional, Team, Soccer, Sim",90,44,7.2,360,"#9 Best PS3 Game of 2011, #25 Most Discussed PS3 Game of 2011",Electronic Arts,Electronic Arts,E,"PlayStation 3, 3DS, iPhone/iPad, PC, PlayStation 2, Xbox 360",FIFA Soccer 12 brings a new physics engine into the soccer g
Mario & Luigi: Superstar Saga,2003-11-17,1-4,"Role-Playing, Console-style RPG",90,42,8.9,237,#3 Best Game Boy Advance Game of 2003,Nintendo,Alphadream Corporation,E,Game Boy Advance,"An evil witch has replaced Princess Peach's fair speech with explosives!  Mario and Luigi must once again come to her rescue, but this time they employ the help of Bowser, their sworn enemy.  Mario and Luigi must learn new moves and combine powers to fight off enemies and move closer to theAn evil witch has replaced Princess Peach's fair speech with explosives!  Mario and Luigi must once again come to her rescue, but this time they employ the help of Bowser, their sworn enemy.  Mario and Luigi must learn new moves and combine powers to fight off enemies and move closer to the witch's castle.  Guide this unlikely bunch through an abundance of minigames such as Border Jump and Mystery Carts.  Combine the powers of Mario and Luigi to pull off special tag-team moves. Immerse yourself in this bright, cartoonish, and humorous world, complete with hit music featured in previous Mario games."
Shovel Knight,2015-04-21,,"Action, Platformer, 2D",90,18,7.7,435,"#5 Best PS4 Game of 2015, #53 Most Discussed PS4 Game of 2015, #60 Most Shared PS4 Game of 2015",Yacht Club Games,Yacht Club Games,E,"PlayStation 4, 3DS, PC, PlayStation 3, PlayStation Vita, Wii U, Xbox One","Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with twoShovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly!But, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress, and will pursue their mission at any cost. If you love games with perfect platforming, beautiful art, infectious music, crazy bosses, humor and levity, and real heart... Shovel Knight is for you!"
Tony Hawk's Underground,2003-10-27,1-8,"Sports, Alternative, Skateboarding",90,38,8.7,159,#9 Best PS2 Game of 2003,Activision,Neversoft Entertainment,T,PlayStation 2,"Get ready for a totally new breed of the Tony Hawk experience. Play as yourself, not a pro skater, and make your way through a plot-twisting, true-to-life story that takes you from unknown local skate punk to fame and fortune as a superstar skater. For the first time ever, you'll be able toGet ready for a totally new breed of the Tony Hawk experience. Play as yourself, not a pro skater, and make your way through a plot-twisting, true-to-life story that takes you from unknown local skate punk to fame and fortune as a superstar skater. For the first time ever, you'll be able to get off your board and explore 9 expansive levels on foot or by vehicle. Enjoy unprecedented customization by designing and naming your own original tricks through the all-new Create-a-Trick. Or create bigger parks and include your own goals in the expanded Skate Park Editor. After you're done, share your tricks and parks online with your friends. You can even download your own face into the game! And, with all-new online play - new games, stats, and online rankings - you'll have infinite expansion through downloadable content. You're the star...you own the Underground! [Activision]"
Marvel vs. Capcom 2,2000-06-29,,"Action, Fighting, 2D",90,22,8.8,90,#10 Best Dreamcast Game of 2000,Capcom,Capcom,T,"Dreamcast, iPhone/iPad, PlayStation 2, PlayStation 3, Xbox 360","The world's most insane tag-team fantasy fighter is bigger than ever!  An unprecedented 56 characters include the debut of Jill from Resident Evil, Servbots from Mega Man and Cable from Marvel Comics fame.  Experience arcade perfect fighting with 3 on 3 tag-team battles, unbelievable controlThe world's most insane tag-team fantasy fighter is bigger than ever!  An unprecedented 56 characters include the debut of Jill from Resident Evil, Servbots from Mega Man and Cable from Marvel Comics fame.  Experience arcade perfect fighting with 3 on 3 tag-team battles, unbelievable control and hyper-fast animation.  Pick a fight with legendary Capcom characters and Super Heroes from the Marvel Universe and prepare to be amazed."
Ape Escape,1999-05-31,1 Player,"Action, Platformer, 3D",90,19,8.4,86,#7 Best PS1 Game of 1999,SCEA,SCEI,E,PlayStation,"A boisterous band of baboons carry out a daring zoo escape. It's ape anarchy and it's up to you to stop the chimps before they make chumps out of the human race! Use both analog sticks to operate great gadgets including a Tank, a Remote Control Car, a Stun Club, and a Time Net in your questA boisterous band of baboons carry out a daring zoo escape. It's ape anarchy and it's up to you to stop the chimps before they make chumps out of the human race! Use both analog sticks to operate great gadgets including a Tank, a Remote Control Car, a Stun Club, and a Time Net in your quest to hunt down over 200 apes!"
Syphon Filter,1999-01-31,1 Player,"Action, Shooter, Third-Person, Modern",90,19,8.7,171,#8 Best PS1 Game of 1999,989 Studios,Eidetic,T,PlayStation,"While it may not be an original concept, the game is truly greater than the sum of its man"
Mario & Luigi: Bowser's Inside Story,2009-09-14,No Online Multiplayer,"Role-Playing, Action RPG, Console-style RPG, Japanese-Style",90,58,8.8,386,#3 Best DS Game of 2009,Nintendo,Alphadream Corporation,E,DS,"In his evil plot to take over the Mushroom Kingdom, Fawful tricks Bowser into eating a magic mushroom. The mushroom causes Bowser to begin inhaling everything around him, including Mario, Luigi and Princess Peach! Do the Mario Bros. have the guts to rescue Peach and escape? Players are inIn his evil plot to take over the Mushroom Kingdom, Fawful tricks Bowser into eating a magic mushroom. The mushroom causes Bowser to begin inhaling everything around him, including Mario, Luigi and Princess Peach! Do the Mario Bros. have the guts to rescue Peach and escape? Players are in control of two separate storylines. One features Bowser and his efforts to stop an arch-villain from taking over his castle. Meanwhile, inside Bowser, the microbe-sized Mario & Luigi must muscle their way through challenges and keep their nerve if they want to find a way out. They take action to control Bowser from the inside - but without his knowledge. Players can switch between storylines at will. What happens inside Bowser affects what he’s doing on the outside. Sometimes Mario & Luigi must solve puzzles and challenges behind the scenes to help Bowser overcome various obstacles and advance the plot. Players must make well-timed button presses to enhance their performance during battles and challenges. In some battles, Bowser grows so large that players must turn their Nintendo DS or Nintendo DSi system sideways, blow into the microphone or tap on the touch screen with the stylus to keep up with the action. The game features the same hilarious dialogue that has been the hallmark of the Mario & Luigi series. [Nintendo]"
Trials Evolution,2012-04-18,,"Driving, Racing, Simulation, Motorcycle, Automobile, Street",90,77,8.0,279,"#4 Best Xbox 360 Game of 2012, #36 Most Discussed Xbox 360 Game of 2012, #43 Most Shared Xbox 360 Game of 2012",Microsoft Game Studios,"Ubisoft, RedLynx",E10+,"Xbox 360, PC","The follow-up to Trials HD brings the bike-racing action back to the Xbox 360. Ride in real-time multiplayer with two to four players, either locally or through XBLA. Take part in single player career with 50 tracks, challenging unlocks, and tricky achievements. A massive, track editor letsThe follow-up to Trials HD brings the bike-racing action back to the Xbox 360. Ride in real-time multiplayer with two to four players, either locally or through XBLA. Take part in single player career with 50 tracks, challenging unlocks, and tricky achievements. A massive, track editor lets you build the track of your choosing and share it with the world. Or simply download highly-rated tracks from around the globe using Track Central."
Grand Theft Auto IV: The Lost and Damned,2009-02-17,,"Action Adventure, Modern, Open-World",90,79,8.0,357,"#6 Best Xbox 360 Game of 2009, #15 Most Discussed Xbox 360 Game of 2009, #10 Most Shared Xbox 360 Game of 2009",Rockstar Games,Rockstar North,M,"Xbox 360, PC, PlayStation 3","[Xbox Live Arcade]  Johnny is a veteran member of The Lost, a notorious biker gang. Johnny has been creating business opportunities for The Lost in Liberty City, but his first loyalty must be to the patch he wears on his back and to Billy Grey, the club's President. However, when Billy[Xbox Live Arcade]  Johnny is a veteran member of The Lost, a notorious biker gang. Johnny has been creating business opportunities for The Lost in Liberty City, but his first loyalty must be to the patch he wears on his back and to Billy Grey, the club's President. However, when Billy returns from rehab hell-bent on bloodshed and debauchery, Johnny finds himself in the middle of a vicious turf war with rival gangs for control of a city torn apart by violence and corruption. Can the brotherhood survive? Developed by series creator Rockstar North and set in Liberty City, Grand Theft Auto IV: The Lost and Damned features a new main character, Johnny Klebitz, and plot that intersects with the storyline of Grand Theft Auto IV; new missions that offer an entirely fresh way to explore Liberty City with new multiplayer modes, weapons and vehicles; and a diverse soundtrack with additional music - all with the incredible production values that are the trademarks of Grand Theft Auto. All-new missions and a new storyline that interweaves with the original story arc of Grand Theft Auto IV. Play as Johnny, a member of The Lost Motorcycle Club. Experience Liberty City now with the perspective and lifestyle of a member of a biker gang. Added range of weapons - including the all-new grenade launcher and sawed-off shotgun. New weapons will be available for use in single-player and in all new multiplayer modes. New vehicles - featuring a collection of bikes that include Johnny's own customized heavy-duty chopper. New and improved bike handling and physics. Set of new action-packed multiplayer modes - details coming soon. All-new in-game TV, internet and radio content featuring new radio shows and original music. Plus new side-missions and Xbox 360 Achievement. [Rockstar Games]"
Monster Hunter: World - Iceborne,2019-09-06,,"Role-Playing, Action RPG",90,9,8.2,74,"#3 Best Xbox One Game of 2019, #53 Most Discussed Xbox One Game of 2019",Capcom,Capcom,T,"Xbox One, PC, PlayStation 4","Monster Hunter World: Iceborne is the highly anticipated massive expansion to Monster Hunter: World, the best-selling Capcom title of all time with more than 12 million units shipped worldwide adding to the series total of more than 53 million units to date. This gargantuan follow-up rivalsMonster Hunter World: Iceborne is the highly anticipated massive expansion to Monster Hunter: World, the best-selling Capcom title of all time with more than 12 million units shipped worldwide adding to the series total of more than 53 million units to date. This gargantuan follow-up rivals the gameplay volume from the original release and features a new icy setting, storyline, monsters, gameplay options, and more.The game's all-new story picks up after Monster Hunter: World and whisks hunters away to the newly discovered chilly locale that, once fully explored, becomes the largest region in World so far. The new locale is home to several new and returning monsters ready to challenge hunters throughout their expeditions and raises the stakes with the added higher difficulty Master Rank. Iceborne continues the skill-based progression and robust crafting system found in World and expands that with several new gameplay features that broaden the player's combat repertoire. All this leads to the ultimate hunter test against the mysterious new flagship monster, Velkhana."
Spelunky,2013-08-08,No Online Multiplayer,"Action, Platformer, 2D",90,9,7.3,548,"#3 Best PC Game of 2013, #79 Most Discussed PC Game of 2013, #45 Most Shared PC Game of 2013",Mossmouth,"Derek Yu, Mossmouth",,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Switch, Xbox 360",Spelunky is a unique platformer with randomized levels that offer a new and challenging experience each time y
Ratchet & Clank: Going Commando,2003-11-11,1 Player,"Action, Platformer, 3D",90,46,8.9,375,#10 Best PS2 Game of 2003,SCEA,Insomniac Games,T,"PlayStation 2, PlayStation 3","From the creators of the critically acclaimed smash hit Ratchet & Clank, Insomniac Games, comes the next installment of the most exciting sci-fi action adventure ever. Ratchet & Clank: Going Commando features an enhanced health damage system and weapons upgrade system, beautiful diverseFrom the creators of the critically acclaimed smash hit Ratchet & Clank, Insomniac Games, comes the next installment of the most exciting sci-fi action adventure ever. Ratchet & Clank: Going Commando features an enhanced health damage system and weapons upgrade system, beautiful diverse environments, a compelling storyline and a unique arsenal of the coolest new weapons and hi-tech gadgets ever imagined. The more $#@& you blow up, the stronger Ratchet gets and the bigger and badder the weapons you?ll have! Show off in gladiator arenas. Pick off enemies in space combat. Leave competitors to eatin? your dust in hoverbike races. And, run around spherical worlds. [SCEA]"
NBA Street Vol. 2,2003-04-28,1-4,"Sports, Traditional, Basketball, Arcade",90,31,8.7,84,#11 Best PS2 Game of 2003,Electronic Arts,Electronic Arts,E,PlayStation 2,"25 NBA legends scrap, battle and brawl for ultimate bragging rights. Play as Dr. J, Bird, Wilt, Moses, and more! Seven authentic urban courts including Soul in the Hole in NYC, Mosswood in Oakland, and more. All-new electrifying moves, passes and alley-oops. Play against the CPU or with up25 NBA legends scrap, battle and brawl for ultimate bragging rights. Play as Dr. J, Bird, Wilt, Moses, and more! Seven authentic urban courts including Soul in the Hole in NYC, Mosswood in Oakland, and more. All-new electrifying moves, passes and alley-oops. Play against the CPU or with up to four ballers. Customize the rules and players to your liking. [Electronic Arts]"
Tennis 2K2,2001-10-24,,"Sports, Traditional, Tennis",90,13,7.9,22,#2 Best Dreamcast Game of 2001,Sega,Hitmaker,E,Dreamcast,"The top seed is back. Take to the courts of Virtua Tennis 2 as you compete to become the world No1. Serve, smash and lob your way through 16 internationally top-ranked male and female players as you go head to head in singles matches or compete with up to 4 players in doubles and mixedThe top seed is back. Take to the courts of Virtua Tennis 2 as you compete to become the world No1. Serve, smash and lob your way through 16 internationally top-ranked male and female players as you go head to head in singles matches or compete with up to 4 players in doubles and mixed doubles matches. With revamped Tournament, Exhibition and World Tour modes its game set and match Virtua Tennis 2."
Black & White,2001-03-26,,"Strategy, Real-Time, Fantasy, General",90,34,7.7,374,"#2 Best PC Game of 2001, #9 Most Discussed PC Game of 2001, #2 Most Shared PC Game of 2001",EA Games,Lionhead Studios,T,PC,"Peter Molyneux's highly anticipated ""god game,"" a blend of the genres including strategy, sim, RPG, and puzzle, features the player as a new god in the lands of Eden who must reign with the help of uniquely evolving animals in either a benign or evil "
The Legend of Zelda: The Wind Waker HD,2013-09-20,No Online Multiplayer,"Action Adventure, Fantasy, Open-World",90,70,9.0,1326,"#3 Best Wii U Game of 2013, #2 Most Discussed Wii U Game of 2013, #3 Most Shared Wii U Game of 2013",Nintendo,"Nintendo, HexaDrive",E10+,Wii U,"As the purported definitive version of the game, The Legend of Zelda: The Wind Waker HD is remastered and presented in 1080p graphics. Gamers can experience high-definition cell-shaded presentation on their TVs or entirely on the Wii U GamePad controller. The streamlined interface letsAs the purported definitive version of the game, The Legend of Zelda: The Wind Waker HD is remastered and presented in 1080p graphics. Gamers can experience high-definition cell-shaded presentation on their TVs or entirely on the Wii U GamePad controller. The streamlined interface lets gamers easily manage your inventory—simply slide an item onto any button. Instantly view maps and zoom in on the GamePad controller's touch screen. Enjoy a breezy cruise with the original sail, or switch to the brand-new Swift Sail that lets you gather the wind and speed across the waves. With the new Tingle Bottle feature, you can connect with others over Miiverse. Comments or screenshots others have posted on Miiverse may wash up on the shore or appear in other locations, tucked into bottles. Whenever you want, move around the world in first-person mode, using the GamePad gyroscope to look around you and aim your bow, hookshot, Picto Box, or telescope. You can store more pictographs with your improved Picto Box—handy for creating figurines—and share them with other players on Miiverse. Your pictures, game tips, and messages may also appear in another player's game. Take the adventure to new levels with Hero Mode, available from the moment you start the game. In this mode, you only regain health when you earn a new heart piece or container, use a red potion, or visit a fairy fountain. Also, your enemies do double the damage. [Nintendo]"
Ori and the Blind Forest: Definitive Edition,2019-09-27,No Online Multiplayer,"Action, Platformer, 2D",90,20,8.6,353,"#3 Best Switch Game of 2019, #23 Most Discussed Switch Game of 2019",Xbox Game Studios,Moon Studios,E,"Switch, PC, Xbox One","Ori and the Blind Forest: Definitive Edition delivers a multitude of new areas, difficulty options, and gameplay upgrades that should appeal to both new and seasoned Ori "
Portal,2007-10-10,1 Player,"Action, Shooter, First-Person, Sci-Fi, Arcade",90,27,9.2,5755,"#8 Best PC Game of 2007, #2 Most Discussed PC Game of 2007, #9 Most Shared PC Game of 2007","Electronic Arts , Valve Software",Valve Software,T,PC,"Portal is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and offers gamers hours of unique gameplay. The game is designed to change the way players approach, manipulate, andPortal is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories, Portal has been called one of the most innovative new games on the horizon and offers gamers hours of unique gameplay. The game is designed to change the way players approach, manipulate, and surmise the possibilities in a given environment; similar to how Half-Life 2's Gravity Gun innovated new ways to leverage an object in any given situation. Players must solve physical puzzles and challenges by opening portals to maneuvering objects, and themselves, through space. [Valve]"
Tetris Effect,2019-07-23,No Online Multiplayer,"Puzzle, Stacking",90,11,6.6,110,"#5 Best PC Game of 2019, #91 Most Discussed PC Game of 2019, #18 Most Shared PC Game of 2019",Enhance Games,Enhance Games,E,"PC, PlayStation 4","Named after a real-world phenomenon where players' brains are so engrossed that images of the iconic falling Tetrimino blocks (i.e. the Tetris playing pieces) linger in their vision, thoughts, and even dreams, Tetris Effect amplifies this magical feeling of total immersion by surrounding youNamed after a real-world phenomenon where players' brains are so engrossed that images of the iconic falling Tetrimino blocks (i.e. the Tetris playing pieces) linger in their vision, thoughts, and even dreams, Tetris Effect amplifies this magical feeling of total immersion by surrounding you with fantastic, fully three-dimensional worlds that react and evolve based on how you play. Music, backgrounds, sounds, special effects -- everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing.From deep beneath the ocean to the furthest reaches of outer space and everywhere between, Tetris Effect's 30-plus stages take players on a wondrous, emotional journey through the universe. The core of the game is still Tetris -- one of the most popular puzzle games of all time -- but like you've never seen it, or heard it, or felt it before."
The Legend of Zelda: Phantom Hourglass,2007-10-01,2,"Action Adventure, Fantasy, Open-World",90,57,8.0,561,#1 Best DS Game of 2007,Nintendo,Nintendo,E,DS,"[Metacritic's 2007 DS Game of the Year]  Many months have passed since the events of The Legend of Zelda: The Wind Waker, and Link, Tetra and Tetra’s band of pirates have set sail in search of new lands. They come across a patch of ocean covered in a dense fog, in which they discover an[Metacritic's 2007 DS Game of the Year]  Many months have passed since the events of The Legend of Zelda: The Wind Waker, and Link, Tetra and Tetra’s band of pirates have set sail in search of new lands. They come across a patch of ocean covered in a dense fog, in which they discover an abandoned ship. Tetra falls into danger when she explores the ship alone, and Link falls into the ocean when he attempts to rescue her. When he washes up unconscious on the shores of a mysterious island, he is awakened by the sound of a fairy’s voice. With the aid of this fairy, he sets off to find Tetra – and his way back to the seas he once knew. The stylus makes controlling Link easier than ever. Tap on the screen to make Link move, or sweep the stylus around him to swing the sword. Players can even draw a path for his boomerang and send it flying into hard-to-reach targets. Players can stash the map on the top screen for quick reference or drop it to the touch screen to make notes, study enemies, or chart a path for their boat to follow while they man the cannons. Compete with a friend over a local wireless connection: Guide Link through special dungeons to capture the Triforce or command the forces that oppose him. [Nintendo]"
MVP Baseball 2004,2004-03-09,1-2,"Sports, Traditional, Baseball, Sim",90,28,8.5,55,#8 Best PS2 Game of 2004,EA Sports,EA Sports,E,"PlayStation 2, PC","Step up to the plate with MVP Baseball 2004. The fundamentals of hitting, pitching, fielding, and base running have been reproduced like never before to give you complete control over every aspect of the game. From swinging for the fences or protecting the plate when you have a two-strikeStep up to the plate with MVP Baseball 2004. The fundamentals of hitting, pitching, fielding, and base running have been reproduced like never before to give you complete control over every aspect of the game. From swinging for the fences or protecting the plate when you have a two-strike count, the all-new batting model provides unprecedented command of each type of swing in every situation. With great gameplay and many additional features such as Pitching Challenge and Dynasty Mode, MVP Baseball 2004 wins the pennant as the most innovative and realistic baseball experience ever created. Groundbreaking Hitting Control: From hitting to the opposite field to pulling the ball down the line to swinging for the fences, every swing type is included. You Control the Field: Leap over the wall and rob home runs, hook slide to avoid tags, and take out the catcher at home with all-new player control. Pick Your Park: With all-new crowd chants, the addition of classic stadiums, and new lighting to signify various start times for your biggest games, MVP Baseball 2004 puts you in the best seat in the house. Your Dynasty Begins Now: Take full control of your franchise on all the levels -- from the minors to the pros. Play, sim, or manage each game all the way to the World Series. Swing for the Fences Online: Go yard against players across the country in one-on-one or Tournament games, while talking up your game with EA SPORTS? Talk [Electronic Arts]"
Dance Dance Revolution,2001-05-09,1-2,"Miscellaneous, Rhythm, Dancing",90,8,8.4,104,#1 Best PS1 Game of 2001,Konami,Konami,E,"PlayStation, PC","Dance Dance Revolution brings the dance floor to the home floor. Straight from the arcades, the hottest dancing game lets you step into the spotlight and show your moves on the PlayStation® game console. Heat up the dance floor and put your skills to the test as you move to the groove.Dance Dance Revolution brings the dance floor to the home floor. Straight from the arcades, the hottest dancing game lets you step into the spotlight and show your moves on the PlayStation® game console. Heat up the dance floor and put your skills to the test as you move to the groove. Let the pulsating music and colorful graphics excite your senses while you become a star."
NHL 2001,2000-09-28,1-8,"Sports, Traditional, Team, Ice Hockey, Sim",90,22,6.5,49,"#6 Best PC Game of 2000, #65 Most Discussed PC Game of 2000, #29 Most Shared PC Game of 2000",EA Sports,EA Sports,E,"PC, PlayStation 2","High-flyin', hard hittin', intense powerplay hockey is back with EA Sports' NHL 2001, bringing gamers out of the stands and onto the ice. Lace up the skates and play with or against all 30 National Hockey League teams, including the expansion Columbus Blue Jackets and Minnesota Wild.High-flyin', hard hittin', intense powerplay hockey is back with EA Sports' NHL 2001, bringing gamers out of the stands and onto the ice. Lace up the skates and play with or against all 30 National Hockey League teams, including the expansion Columbus Blue Jackets and Minnesota Wild.  [Electronic Arts]"
Advance Wars: Dual Strike,2005-08-22,No Online Multiplayer,"Strategy, Turn-Based, Modern, Tactics",90,49,8.9,200,#2 Best DS Game of 2005,Nintendo,Intelligent Systems,E,DS,"Players lead their new Commanding Officers to fend off the Black Hole Army’s latest invasion. With massive battles that sweep across both of the DS screens, Advance Wars: Dual Strike will change the face of war forever. Use the top screen for quick-reference battle intel, or take control inPlayers lead their new Commanding Officers to fend off the Black Hole Army’s latest invasion. With massive battles that sweep across both of the DS screens, Advance Wars: Dual Strike will change the face of war forever. Use the top screen for quick-reference battle intel, or take control in battles that rage across both screens. Command a fleet of fighters high in the skies while troops clash with the enemy on the ground far below. New COs, new Tag-Team battles: Choose from new Commanding Officers, and combine their powers for incredible attacks that can turn the tide of battles. Real-time Combat mode: For a battle with a twist, players lead soldiers into a fast-paced, action-oriented battle against a storm of enemies. Easy-to-use map editor: Just grab a stylus and draw maps right on the touch screen, then send the maps to friends wirelessly. [Nintendo]"
MLB 11: The Show,2011-03-08,Up to 4,"Sports, Traditional, Team, Baseball, Sim",90,30,8.0,87,"#10 Best PS3 Game of 2011, #63 Most Discussed PS3 Game of 2011",SCEA,SCEA San Diego Studios,E,"PlayStation 3, PlayStation 2","The #1 selling, highest rated baseball franchise is back in MLB® The Show '11. Experience new ways to play The Show with the NEW PURE Analog controls. Team up in ALL NEW CO-OP play, get called up to the Big Leagues with new and improved Road to the Show features and compete for realThe #1 selling, highest rated baseball franchise is back in MLB® The Show '11. Experience new ways to play The Show with the NEW PURE Analog controls. Team up in ALL NEW CO-OP play, get called up to the Big Leagues with new and improved Road to the Show features and compete for real world prizes in MLB® The Show's ALL NEW Challenge of the Week."
NieR: Automata - Become as Gods Edition,2018-06-26,No Online Multiplayer,"Role-Playing, Action RPG",90,30,9.0,606,"#6 Best Xbox One Game of 2018, #14 Most Discussed Xbox One Game of 2018, #24 Most Shared Xbox One Game of 2018",Square Enix,PlatinumGames,M,"Xbox One, PC","NieR: Automata is an action RPG set in a post-apocalyptic world overrun by machine lifeforms and abandoned by mankind. As part of an android army created by humans to reclaim the planet, players will fight their way through the mechanical horde using a collective of close-combat weapons andNieR: Automata is an action RPG set in a post-apocalyptic world overrun by machine lifeforms and abandoned by mankind. As part of an android army created by humans to reclaim the planet, players will fight their way through the mechanical horde using a collective of close-combat weapons and ranged attacks."
Jak and Daxter: The Precursor Legacy,2001-12-03,1 Player,"Action, Platformer, 3D",90,35,8.8,507,#13 Best PS2 Game of 2001,SCEA,Naughty Dog,E,"PlayStation 2, PlayStation 4","Jak and Daxter are quite a comic duo! Jak's the strong, silent type of hero, while Daxter's the obnoxious comic nut! The adventure takes place across a massive piece of continuous coastline - you can explore freely, with no loading screens and no waiting time.  All characters andJak and Daxter are quite a comic duo! Jak's the strong, silent type of hero, while Daxter's the obnoxious comic nut! The adventure takes place across a massive piece of continuous coastline - you can explore freely, with no loading screens and no waiting time.  All characters and environmental elements exist in real time and have incredibly smart A.I.; you can't ignore or hide from enemies, they will follow you everywhere. (""Which is supposed to be a good thing?"") [Sony]"
Star Wars Rogue Leader: Rogue Squadron II,2001-11-09,1 Player,"Simulation, Sci-Fi, Small Spaceship",90,45,8.6,109,#3 Best GameCube Game of 2001,LucasArts,Factor 5,T,GameCube,"Think you've got what it takes to lead the elite Rogue Squadron?  Now's your chance to jump into the cockpit of an X-wing and find out.  Join Luke Skywalker and the Star Wars galaxy's most daring pilots as they return to face off against the Empire.  As in the original hit game for N64,Think you've got what it takes to lead the elite Rogue Squadron?  Now's your chance to jump into the cockpit of an X-wing and find out.  Join Luke Skywalker and the Star Wars galaxy's most daring pilots as they return to face off against the Empire.  As in the original hit game for N64, you'll relive favorite Star Wars battles including the perilous Death Star trench run, a daring space attack on a Star Destroyer, and the legendary battle on the ice planet Hoth.  Aerial conflict takes place in a variety of craft such as the legendary X-wing, A-wing, and B-wing.  Rogue Leader immerses players in an intense action arcade experience."
Bastion,2018-09-13,No Online Multiplayer,"Role-Playing, Action RPG",90,7,7.7,121,"#7 Best Switch Game of 2018, #53 Most Discussed Switch Game of 2018",Supergiant Games,Supergiant Games,E10+,"Switch, iPhone/iPad, PC, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","Bastion is an original action role-playing game featuring a reactive narrator who marks your every move, lush hand-painted 2D artwork, and tight responsive gameplay that rewards playing with finesse. The game is designed to be simple to pick up and start playing, while offering a lot of richBastion is an original action role-playing game featuring a reactive narrator who marks your every move, lush hand-painted 2D artwork, and tight responsive gameplay that rewards playing with finesse. The game is designed to be simple to pick up and start playing, while offering a lot of rich choices around character customization as well as a deep story and gameworld you can lose yourself in."
Monster Hunter: World,2018-01-26,Up to 4,"Role-Playing, Action RPG",90,17,7.1,453,"#7 Best Xbox One Game of 2018, #12 Most Discussed Xbox One Game of 2018, #8 Most Shared Xbox One Game of 2018",Capcom,Capcom,T,"Xbox One, PC, PlayStation 4","In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environmentIn Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]"
Stephen's Sausage Roll,2016-04-18,No Online Multiplayer,"Puzzle, Action, General",90,9,5.5,94,"#4 Best PC Game of 2016, #99 Most Shared PC Game of 2016",increpare,increpare,,PC,The focus of Stephen's Sausage Roll involves nudging sausages around to fully co
Velocity 2X,2014-09-02,,"Shooter, Scrolling, Action, General, Shoot-'Em-Up, Vertical",90,10,7.2,153,"#1 Best PS Vita Game of 2014, #10 Most Discussed PS Vita Game of 2014, #4 Most Shared PS Vita Game of 2014",FuturLab,FuturLab,E10+,"PlayStation Vita, PC, PlayStation 4, Switch, Xbox One",Velocity 2X features puzzle-platforming action alongside top-down shoot 'em-up g
Burnout Revenge,2005-09-13,6  Online,"Driving, Racing, Arcade",90,52,8.9,179,#6 Best PS2 Game of 2005,Electronic Arts,Criterion Games,E10+,"PlayStation 2, Xbox 360","Burnout Revenge lets gamers rip through rush hour traffic and lay waste to scores of rubbernecking roadhogs in an over-the-top scene of vehicular mayhem. In addition to tricked out new race, crash and road rage modes, Burnout Revenge takes the series' blistering speed and spectacularBurnout Revenge lets gamers rip through rush hour traffic and lay waste to scores of rubbernecking roadhogs in an over-the-top scene of vehicular mayhem. In addition to tricked out new race, crash and road rage modes, Burnout Revenge takes the series' blistering speed and spectacular destruction to dizzying new heights with an all-new Revenge mode, challenging gamers to battle the clock and unleash their frustrations on rush hour traffic. [Electronic Arts]"
NCAA Football 2002,2001-07-23,1-8,"Sports, Traditional, Football, Sim",90,18,8.4,24,#14 Best PS2 Game of 2001,EA Sports,EA Sports,E,PlayStation 2,"Gamers can select from any of 117 Division 1-A or 27 Division 1-AA teams. Play-by-play and color commentary are provided by ESPN's Brad Nessler, Lee Corso and Kirk Herbstreit.  Brand-new team-specific playbooks emulate actual college plays run by 117 Division 1-A teams.  [EA"
